conllu_index,correct,incorrect
18592,"Nową formą współpracy z niemieckimi partnerami staną się cykliczne, otwarte dyskusje przy euroregionalnym stole na wybrane tematy z udziałem specjalistów.","Nową formą współpracy z niemieckimi partnerami stanie się cykliczne, otwarte dyskusje przy euroregionalnym stole na wybrane tematy z udziałem specjalistów."
18623,Urzędnicy w całej Polsce - za radą ministra infrastruktury - wydają wspomnianym 17-latkom prawa jazdy.,Urzędnicy w całej Polsce - za radą ministra infrastruktury - wydaje wspomnianym 17-latkom prawa jazdy.
18638,"Cała pula nagród dla piłkarzy wyniesie 4,5 miliona euro.","Cała pula nagród dla piłkarzy wyniosą 4,5 miliona euro."
18717,Wicemistrzynie Polski z Mielca nie dały pograć w Krakowie Wiśle i opuściły ostatnie miejsce w tabeli właśnie na rzecz podopiecznych Lesława Kędryny.,Wicemistrzynie Polski z Mielca nie dała pograć w Krakowie Wiśle i opuściły ostatnie miejsce w tabeli właśnie na rzecz podopiecznych Lesława Kędryny.
18817,Ślizgawki w Dąbrowie Górniczej odbywają się już od 4 lat.,Ślizgawki w Dąbrowie Górniczej odbywa się już od 4 lat.
18832,Teraz grozi im kara do 64 lat pozbawienia wolności.,Teraz grożą im kara do 64 lat pozbawienia wolności.
18891,W ubiegłym roku policjanci z Komendy Powiatowej w Drawsku Pomorskim odnotowali 1.882 przestępstwa.,W ubiegłym roku policjanci z Komendy Powiatowej w Drawsku Pomorskim odnotował 1.882 przestępstwa.
18896,"W północnym skrzydle mieści się sala widowiskowa na 200 osób, m.in. z szatnią i garderobą.","W północnym skrzydle mieszczą się sala widowiskowa na 200 osób, m.in. z szatnią i garderobą."
19054,Obok szczątków leżały dwa kartony po mleku.,Obok szczątków leżał dwa kartony po mleku.
19150,Teraz policjanci z komisariatu na Dworcu Głównym PKP szukają poszkodowanych.,Teraz policjanci z komisariatu na Dworcu Głównym PKP szuka poszkodowanych.
19194,"Staną dwa budynki (jedna kondygnacja podziemna i cztery nadziemne) z łącznikiem, gdzie zaprojektowano wejście główne.","stanie dwa budynki (jedna kondygnacja podziemna i cztery nadziemne) z łącznikiem, gdzie zaprojektowano wejście główne."
19231,"Dochody z CIT miały wnieść do budżetowej kasy ok. 50 mln zł mniej niż spodziewane w tym roku, a straty miały być wyrównane większymi wpłatami z podatków pośrednich i osobistych.","Dochody z CIT miał wnieść do budżetowej kasy ok. 50 mln zł mniej niż spodziewane w tym roku, a straty miały być wyrównane większymi wpłatami z podatków pośrednich i osobistych."
19461,"Dogi z hodowli Jadwigi Szłapki prezentują się dobrze nie tylko na wystawowych ringach, ale też... w obiektywie kamer.","Dogi z hodowli Jadwigi Szłapki prezentuje się dobrze nie tylko na wystawowych ringach, ale też... w obiektywie kamer."
19548,Konflikt między poprzednimi władzami WSD i założycielem szkoły - Fundacją Centrum Prasowe dla Krajów Europy Środkowo-Wschodniej - trwa od jesieni 1999 r.,Konflikt między poprzednimi władzami WSD i założycielem szkoły - Fundacją Centrum Prasowe dla Krajów Europy Środkowo-Wschodniej - trwają od jesieni 1999 r.
19578,"Szczegółowe informacje o tym, gdzie i kiedy możemy zgłosić się po aktualny spis, pojawią się na naszych wyciągach w chwili, gdy zbiór numerów będzie już wydrukowany.","Szczegółowe informacje o tym, gdzie i kiedy możemy zgłosić się po aktualny spis, pojawi się na naszych wyciągach w chwili, gdy zbiór numerów będzie już wydrukowany."
19611,"Specjaliści ze stacji sanitarno-epidemiologicznej w położonych nieopodal granicy z Polską Jesenikach przebadali 14 osób, które często jadły wyroby z mięsa dzików upolowanych w okolicznych lasach.","Specjaliści ze stacji sanitarno-epidemiologicznej w położonych nieopodal granicy z Polską Jesenikach przebadał 14 osób, które często jadły wyroby z mięsa dzików upolowanych w okolicznych lasach."
19813,Broniący się przed spadkiem goście z Chocianowa postawili podopiecznym Andrzeja Palucha twarde warunki i byli bliscy zdobycia kompletu punktów.,Broniący się przed spadkiem goście z Chocianowa postawił podopiecznym Andrzeja Palucha twarde warunki i byli bliscy zdobycia kompletu punktów.
19816,Napastnicy w sobotę wieczorem wybili szybę w oknie mieszkania na parterze przy ul. Rejtana na gdańskiej Oruni.,Napastnicy w sobotę wieczorem wybił szybę w oknie mieszkania na parterze przy ul. Rejtana na gdańskiej Oruni.
19856,W Islamabadzie rozeszły się w minionym tygodniu pogłoski o możliwości ataku wojsk indyjskich lub nawet komandosów izraelskich w celu zniszczenia pakistańskich instalacji nuklearnych.,W Islamabadzie rozeszła się w minionym tygodniu pogłoski o możliwości ataku wojsk indyjskich lub nawet komandosów izraelskich w celu zniszczenia pakistańskich instalacji nuklearnych.
19886,"W województwie nie ma ani jednego grzebowiska dla zwierząt, choć ustawa z 1927 roku nakłada na gminy obowiązek urzadzania takich obiektów.","W województwie nie mają ani jednego grzebowiska dla zwierząt, choć ustawa z 1927 roku nakłada na gminy obowiązek urzadzania takich obiektów."
19909,Most w Kuligach na rzece Jegrzni znajduje się w fatalnym stanie i grozi zawaleniem.,Most w Kuligach na rzece Jegrzni znajdują się w fatalnym stanie i grozi zawaleniem.
19925,Główne uroczystości z okazji rocznicy Konstytucji rozpoczęły się od złożenia kwiatów pod pomnikiem 42 pułku piechoty w Parku Zwierzynieckim.,Główne uroczystości z okazji rocznicy Konstytucji rozpoczęła się od złożenia kwiatów pod pomnikiem 42 pułku piechoty w Parku Zwierzynieckim.
19971,Kilka fałszywych recept na proastmin policjanci z KWP w Białej Podlaskiej zabezpieczyli w jednej z bialskich aptek.,Kilka fałszywych recept na proastmin policjanci z KWP w Białej Podlaskiej zabezpieczył w jednej z bialskich aptek.
20092,Dwie dziewczyny w wieku 18-19 lat wybrały na ofiarę starszą kobietę mieszkającą w jednym z bloków przy ul. Tysiąclecia.,Dwie dziewczyny w wieku 18-19 lat wybrała na ofiarę starszą kobietę mieszkającą w jednym z bloków przy ul. Tysiąclecia.
20093,Pilnowali go policjanci z grupy antyterrorystycznej.,pilnował go policjanci z grupy antyterrorystycznej.
20205,"Istotą wynalazku Polaka, którego koszt po wprowadzenia do masowej produkcji ma nie przekraczać 50 dol., jest umieszczenie w deskorolkach specjalnych mechanizmów, które wraz ze zmianą ułożenia ciała użytkownika przyczyniają się do ich napędzania.","Istotą wynalazku Polaka, którego koszt po wprowadzenia do masowej produkcji ma nie przekraczać 50 dol., są umieszczenie w deskorolkach specjalnych mechanizmów, które wraz ze zmianą ułożenia ciała użytkownika przyczyniają się do ich napędzania."
20241,Praca w okupowanych szpitalach przebiega normalnie.,Praca w okupowanych szpitalach przebiegają normalnie.
20283,"Policjanci z ""drogówki"" odkryli, że jadący autem dwaj młodzi mężczyźni są poranieni, ale nie z powodu kolizji...","Policjanci z ""drogówki"" odkrył, że jadący autem dwaj młodzi mężczyźni są poranieni, ale nie z powodu kolizji..."
20286,Sprawą zajmują się policjanci z 6 komisariatu na Górnej.,Sprawą zajmuje się policjanci z 6 komisariatu na Górnej.
20419,Ruiny pałacu sprzed 1500 lat odkryli polscy archeolodzy z UW w oazie Seraks w południowej Turkmenii.,Ruiny pałacu sprzed 1500 lat odkrył polscy archeolodzy z UW w oazie Seraks w południowej Turkmenii.
20626,"Specjaliści z Centralnej Agencji Wywiadowczej mają już świadka, który widział zamachowców na kilka minut przed eksplozją w Nairobi.","Specjaliści z Centralnej Agencji Wywiadowczej ma już świadka, który widział zamachowców na kilka minut przed eksplozją w Nairobi."
20649,"Organizacje zdrowotne w Irlandii przygotowują kampanię antynikotynową, która obejmować będzie pracowników budowlanych.","Organizacje zdrowotne w Irlandii przygotowuje kampanię antynikotynową, która obejmować będzie pracowników budowlanych."
20659,"Natomiast radni z ""Klubu na rzecz AWS"" wskazują m.in., że inwestycje przedstawiane jako strategiczne nie są dostatecznie przygotowane do realizacji.","Natomiast radni z ""Klubu na rzecz AWS"" wskazuje m.in., że inwestycje przedstawiane jako strategiczne nie są dostatecznie przygotowane do realizacji."
20674,"Po raz kolejny trafiają do nas prośby o postawienie przystanku MZK z prawdziwego zdarzenia przy ulicy Witosa w Opolu, takiego z ławeczką i zadaszeniem.","Po raz kolejny trafia do nas prośby o postawienie przystanku MZK z prawdziwego zdarzenia przy ulicy Witosa w Opolu, takiego z ławeczką i zadaszeniem."
20721,Przed warszawskim sądem dobiega końca proces przeciwko dwóm funkcjonariuszom policji oskarżonym o przyjęcie w 1993 r. łapówki.,Przed warszawskim sądem dobiegają końca proces przeciwko dwóm funkcjonariuszom policji oskarżonym o przyjęcie w 1993 r. łapówki.
20827,"Rozmowy ze stroną niemiecką wskazują, że możliwa jest współpraca z Niemcami w modernizacji czołgu T-72.","Rozmowy ze stroną niemiecką wskazuje, że możliwa jest współpraca z Niemcami w modernizacji czołgu T-72."
20938,W maju 2000 r. wizytatorzy z prokuratury okręgowej kontrolowali szamotulską prokuraturę.,W maju 2000 r. wizytatorzy z prokuratury okręgowej kontrolował szamotulską prokuraturę.
21069,"Naukowcy z Uniwersytetu w Portland w USA sklonowali rezusa, czyli małpę należącą do rzędu naczelnych.","Naukowcy z Uniwersytetu w Portland w USA sklonował rezusa, czyli małpę należącą do rzędu naczelnych."
21141,Trwające od kilku miesięcy przepychanki z krakowskim Biurem Inwestycyjnym CODE najwyraźniej dobiegły końca.,Trwające od kilku miesięcy przepychanki z krakowskim Biurem Inwestycyjnym CODE najwyraźniej dobiegła końca.
21158,"Krążą informacje o tym, iż pokaźny pakiet akcji Zakładu Lotniczego Mielca przejęła jako rekompensatę za należności jedna z warszawskich firm consultingowych.","krąży informacje o tym, iż pokaźny pakiet akcji Zakładu Lotniczego Mielca przejęła jako rekompensatę za należności jedna z warszawskich firm consultingowych."
21167,Obrady w Knessecie odbędą się tylko z powodu głosowania nad votum nieufności dla rządu.,Obrady w Knessecie odbędzie się tylko z powodu głosowania nad votum nieufności dla rządu.
21178,Policjanci z Pieniężna od dawna szykowali się do akcji przeciwko miejscowym kłusownikom.,Policjanci z Pieniężna od dawna szykował się do akcji przeciwko miejscowym kłusownikom.
21187,Rannymi cywilami zaopiekowali się najpierw amerykańscy sanitariusze z personelu naziemnego.,Rannymi cywilami zaopiekował się najpierw amerykańscy sanitariusze z personelu naziemnego.
21229,"Niestety, niektóre dane z tego dokumentu dotyczące Polski pochodzą sprzed siedmiu lat (chodzi głównie o badanie analfabetyzmu funkcjonalnego, czyli rozumienia tekstu, tabel, wykresów, umiejętności dokonywania obliczeń oraz o dokształcanie się dorosłych) - później takich badań w Polsce na zlecenie OECD nie prowadzono.","Niestety, niektóre dane z tego dokumentu dotyczące Polski pochodzi sprzed siedmiu lat (chodzi głównie o badanie analfabetyzmu funkcjonalnego, czyli rozumienia tekstu, tabel, wykresów, umiejętności dokonywania obliczeń oraz o dokształcanie się dorosłych) - później takich badań w Polsce na zlecenie OECD nie prowadzono."
21265,Dokumenty w tej sprawie znajdują się w Zakładzie Obsługi Urzędu Wojewódzkiego.,Dokumenty w tej sprawie znajduje się w Zakładzie Obsługi Urzędu Wojewódzkiego.
21362,"Po raz pierwszy wezmą w nim udział artyści z Mołdawii, Rosji, Ukrainy i Czech.","Po raz pierwszy weźmie w nim udział artyści z Mołdawii, Rosji, Ukrainy i Czech."
21635,"W nocy biolodzy z Zakładu Badań Ssaków PAN obserwowali watahę, w której skład wchodził uwięziony wilk.","W nocy biolodzy z Zakładu Badań Ssaków PAN obserwował watahę, w której skład wchodził uwięziony wilk."
21639,"Do Białegostoku przyjechali funkcjonariusze służby więziennej m.in. z Warszawy, Krakowa, Barczewa, Czarnego i Koziegłów.","Do Białegostoku przyjechał funkcjonariusze służby więziennej m.in. z Warszawy, Krakowa, Barczewa, Czarnego i Koziegłów."
21724,"Leki na obniżenie temperatury nie działały, a sytuacja, według słów Havlovej, w nocy z poniedziałku na wtorek stała się krytyczna.","Leki na obniżenie temperatury nie działał, a sytuacja, według słów Havlovej, w nocy z poniedziałku na wtorek stała się krytyczna."
21922,Ich odpowiednicy w Amice Wronki zupełnie natomiast nie zgadzali się z ideą strajku.,Ich odpowiednicy w Amice Wronki zupełnie natomiast nie zgadzał się z ideą strajku.
22005,"Policjanci z Bornego Sulinowa zatrzymali kłusowników, którzy na Zalewach Nadarzyckich ""łowili"" przy pomocy agregatu prądotwórczego.","Policjanci z Bornego Sulinowa zatrzymał kłusowników, którzy na Zalewach Nadarzyckich ""łowili"" przy pomocy agregatu prądotwórczego."
22031,A za to grozi kara pozbawienia wolności do 5 lat.,A za to grożą kara pozbawienia wolności do 5 lat.
22060,Zimowe Igrzyska Olimpijskie w Zakopanem w 2006 roku pomału przestają być mrzonkami grupy działaczy.,Zimowe Igrzyska Olimpijskie w Zakopanem w 2006 roku pomału przestaje być mrzonkami grupy działaczy.
22120,Są też zastrzeżenia do stanu zabezpieczeń na wypadek pęknięcia rur z wodą lub parą.,jest też zastrzeżenia do stanu zabezpieczeń na wypadek pęknięcia rur z wodą lub parą.
22124,"W trwającej ponad siedem godzin akcji ratowniczej, suwalskim strażakom pomagali druhowie z OSP w Raczkach, Jeleniewie i Potaszni.","W trwającej ponad siedem godzin akcji ratowniczej, suwalskim strażakom pomagał druhowie z OSP w Raczkach, Jeleniewie i Potaszni."
22135,Za rozpowszechnianie ideologii rasistowskich i nazistowskich grozi kara grzywny lub pozbawienia wolności do dwóch lat.,Za rozpowszechnianie ideologii rasistowskich i nazistowskich grożą kara grzywny lub pozbawienia wolności do dwóch lat.
22206,"Po trzecie, nie ma mowy o jakichkolwiek negocjacjach politycznych, a jedynie o warunkach powrotu Maschadowa do życia w warunkach pokojowych.","Po trzecie, nie mają mowy o jakichkolwiek negocjacjach politycznych, a jedynie o warunkach powrotu Maschadowa do życia w warunkach pokojowych."
22267,"Co dwudziesty pacjent w Czechach, leczący się w szpitalu, choruje na tzw. choroby szpitalne: żółtaczkę, zapalenie płuc, zapalenie górnych dróg oddechowych.","Co dwudziesty pacjent w Czechach, leczący się w szpitalu, chorują na tzw. choroby szpitalne: żółtaczkę, zapalenie płuc, zapalenie górnych dróg oddechowych."
22301,"Na scenie bez przerwy prezentowały się zespoły młodzieżowe z Reska, Szczecina, Polic i Wolina.","Na scenie bez przerwy prezentował się zespoły młodzieżowe z Reska, Szczecina, Polic i Wolina."
22302,Wieczorem na stadionie królowały już dorosłe gwiazdy z Haliną Frąckowiak na czele.,Wieczorem na stadionie królowała już dorosłe gwiazdy z Haliną Frąckowiak na czele.
22306,W garażu jest miejsce na 53 samochody.,W garażu są miejsce na 53 samochody.
22315,Rebelianci z tak zwanej Wyzwoleńczej Armii Kosowa zajęli Belacewacz tydzień temu.,Rebelianci z tak zwanej Wyzwoleńczej Armii Kosowa zajął Belacewacz tydzień temu.
22316,Od poniedziałku toczyły się walki o jego odbicie.,Od poniedziałku toczyła się walki o jego odbicie.
22762,"Faceci ze Wschodu siedzą spokojnie w poczekalni, gawędząc.","Faceci ze Wschodu siedzi spokojnie w poczekalni, gawędząc."
23138,Dziewczyny za kontuarem kafejki zbiły się w gromadkę.,Dziewczyny za kontuarem kafejki zbiła się w gromadkę.
23843,"Ale bywały też kłótnie chłopskie w karczmie po napitku, na jarmarku, w polu.","Ale bywała też kłótnie chłopskie w karczmie po napitku, na jarmarku, w polu."
26919,- Na Bliskim Wschodzie toczyły się walki powietrzne nad deltą Nilu oraz lądowo-powietrzne na froncie izraelsko-syryjskim.,- Na Bliskim Wschodzie toczyła się walki powietrzne nad deltą Nilu oraz lądowo-powietrzne na froncie izraelsko-syryjskim.
26967,"Kiedy Dudi silił się, żeby nadążać za Misiem Kundą i nie upaść ze zmęczenia, cienie na podłodze dwoiły się, a krok zaplatał.","Kiedy Dudi silił się, żeby nadążać za Misiem Kundą i nie upaść ze zmęczenia, cienie na podłodze dwoił się, a krok zaplatał."
28364,"Czyjeś jęki za ścianą przeszły w cichy płacz, przerywany kolejnymi uderzeniami.","Czyjeś jęki za ścianą przeszedł w cichy płacz, przerywany kolejnymi uderzeniami."
31189,Koledzy z zasadniczej górniczej patrzyli w niebo i czekali.,Koledzy z zasadniczej górniczej patrzył w niebo i czekali.
31956,Przez głowę przeleciały mu obrazy z Roksaną na statku.,Przez głowę przeleciał mu obrazy z Roksaną na statku.
32508,Przed oczyma Angusa przesuwały się obrazy z przebytej epopei.,Przed oczyma Angusa przesuwał się obrazy z przebytej epopei.
32541,"Szerzyły się też ponure wiadomości o znacznie szerszym zasięgu mordów, niż podany w ogłoszeniach.","szerzyła się też ponure wiadomości o znacznie szerszym zasięgu mordów, niż podany w ogłoszeniach."
34351,"Ach, za socjalizmu dumnie łopotały sztandary, przynajmniej na obrazkach, w perspektywie, z Łunochodem w tle w “Perspektywach”.","Ach, za socjalizmu dumnie łopotał sztandary, przynajmniej na obrazkach, w perspektywie, z Łunochodem w tle w “Perspektywach”."
35659,"W marcu 1914 r. oficerowie angielscy w miasteczku Curragh w hrabstwie Ulster zagrozili gremialnym podaniem się do dymisji, gdyby im kazano walczyć przeciwko ochotnikom ulsterskim.","W marcu 1914 r. oficerowie angielscy w miasteczku Curragh w hrabstwie Ulster zagroził gremialnym podaniem się do dymisji, gdyby im kazano walczyć przeciwko ochotnikom ulsterskim."
36099,Żołnierze z obnażoną szablą na ramieniu stoją przed oknami i nie pozwalają się do nich zbliżyć.,Żołnierze z obnażoną szablą na ramieniu stoi przed oknami i nie pozwalają się do nich zbliżyć.
36711,"""Gdy Polak skona - mówi z przekąsem jenerał w Konfederatech barskich Mickiewicza - konspiruje jeszcze przynajmniej dwadzieścia cztery godzin!""","""Gdy Polak skona - mówią z przekąsem jenerał w Konfederatech barskich Mickiewicza - konspiruje jeszcze przynajmniej dwadzieścia cztery godzin!"""
37010,Współczesnych piratów z Dalekiego Wschodu interesują nie tylko jednostki pływające.,Współczesnych piratów z Dalekiego Wschodu interesuje nie tylko jednostki pływające.
38330,"11.12. - ""Od kilkunastu dni utrzymuje się zahamowanie odbioru ładunków przez koleje radzieckie.","11.12. - ""Od kilkunastu dni utrzymują się zahamowanie odbioru ładunków przez koleje radzieckie."
38905,"Ostatnio prace nad tym zagadnieniem posuwają się w następujących kierunkach: 1) rozszerzenia poznania lodowcowych fal kinematycznych i doskonalenia ich matematycznego opisu (Shumskiy, 1975; Landon, Raymond, 1978; Hutter, 1980; Fowler, 1982) i 2) wykorzystania bilansu masy do komputerowego modelowania płynięcia lodowców (Budd, 1975; Bindschalder, 1982).","Ostatnio prace nad tym zagadnieniem posuwa się w następujących kierunkach: 1) rozszerzenia poznania lodowcowych fal kinematycznych i doskonalenia ich matematycznego opisu (Shumskiy, 1975; Landon, Raymond, 1978; Hutter, 1980; Fowler, 1982) i 2) wykorzystania bilansu masy do komputerowego modelowania płynięcia lodowców (Budd, 1975; Bindschalder, 1982)."
39044,Jeziora pod względem powierzchni oscylują w przedziale od kilku metrów kwadratowych do kilkuset tysięcy kilometrów kwadratowych.,Jeziora pod względem powierzchni oscyluje w przedziale od kilku metrów kwadratowych do kilkuset tysięcy kilometrów kwadratowych.
39082,Te cyrkulacje o niewielkim zasięgu przestrzennym nakładają się niekiedy na prądy powietrzne tworzące obraz cyrkulacji ogólnej atmosfery.,Te cyrkulacje o niewielkim zasięgu przestrzennym nakłada się niekiedy na prądy powietrzne tworzące obraz cyrkulacji ogólnej atmosfery.
39148,Metody badawcze w sieci małych zlewni najczęściej sprowadzają się do analizy regionalnej elementów hydrometeorologicznych i fizycznogeograficznych.,Metody badawcze w sieci małych zlewni najczęściej sprowadza się do analizy regionalnej elementów hydrometeorologicznych i fizycznogeograficznych.
39214,"Stanowczo odradza się naśladowanie ich przez turystów, ponieważ dla człowieka wejście na leżący na zboczu płat śniegu kończy się tragicznie.","Stanowczo odradzają się naśladowanie ich przez turystów, ponieważ dla człowieka wejście na leżący na zboczu płat śniegu kończy się tragicznie."
39282,"""Wiadomości"", wbrew przedwojennemu rodowodowi, ulegały konserwatywnemu przeważnie środowisku londyńskiemu, zamykały się przed światem i krajem, stawały się coraz bardziej anachroniczne.","""Wiadomości"", wbrew przedwojennemu rodowodowi, ulegała konserwatywnemu przeważnie środowisku londyńskiemu, zamykały się przed światem i krajem, stawały się coraz bardziej anachroniczne."
39289,"Pojawiają się zatem w naszym fizycznym opisie świata nowe oddziaływania na odległość, odznaczające się przede wszystkim tym, że poza pewną, niewielką zresztą odległością oddziałujących ciał całkowicie znikają.","pojawia się zatem w naszym fizycznym opisie świata nowe oddziaływania na odległość, odznaczające się przede wszystkim tym, że poza pewną, niewielką zresztą odległością oddziałujących ciał całkowicie znikają."
39329,"Rośliny podczas swego rozwoju pobierają fosfor zarówno z gleby jak i z podawanych nawozów, ale żadne metody analityczne nie były w stanie określić jakie występują proporcje w pobieraniu fosforu.","Rośliny podczas swego rozwoju pobiera fosfor zarówno z gleby jak i z podawanych nawozów, ale żadne metody analityczne nie były w stanie określić jakie występują proporcje w pobieraniu fosforu."
39459,Geometria pierścieni piranowych w zbadanych związkach nie odbiega w istotny sposób od geometrii w strukturach znalezionych w literaturze.,Geometria pierścieni piranowych w zbadanych związkach nie odbiegają w istotny sposób od geometrii w strukturach znalezionych w literaturze.
39513,Woda w płatach na powierzchni podłoża występuje tylko okresowo w ciągu roku - wiosną i jesienią.,Woda w płatach na powierzchni podłoża występują tylko okresowo w ciągu roku - wiosną i jesienią.
39620,"Rozwiązania z użyciem bezpośrednim wpływają na atmosferę w przestrzeni pieca i dlatego musi być zapewniona możliwość regulacji ciśnienia w piecu, a jeśli realizowany jest w nim także proces rafinacji należy przewidzieć odcinanie odciągu z przestrzeni pieca.","Rozwiązania z użyciem bezpośrednim wpływa na atmosferę w przestrzeni pieca i dlatego musi być zapewniona możliwość regulacji ciśnienia w piecu, a jeśli realizowany jest w nim także proces rafinacji należy przewidzieć odcinanie odciągu z przestrzeni pieca."
39690,"Podobnie jak dojrzałe działanie seksualne może mieć miejsce tylko wówczas, kiedy istnieje wielka serdeczność, ciepło, intymność emocjonalna oraz pewna jedność duchowa, podobnie również rozmowy o ludzkiej płciowości mogą być w pełni owocne tylko w podobnym klimacie szczerości, intymności, otwartości oraz duchowej jedności rodziców z dzieckiem.","Podobnie jak dojrzałe działanie seksualne może mieć miejsce tylko wówczas, kiedy istnieje wielka serdeczność, ciepło, intymność emocjonalna oraz pewna jedność duchowa, podobnie również rozmowy o ludzkiej płciowości może być w pełni owocne tylko w podobnym klimacie szczerości, intymności, otwartości oraz duchowej jedności rodziców z dzieckiem."
39724,"Do tych drugich, których szatan kusi pod pozorem dobra odnoszą się słowa Jezusa z Ewangelii Mateusza: „Strzeżcie się fałszywych proroków, którzy przychodzą do was w owczej skórze, a wewnątrz są drapieżnymi wilkami” (Mt 7,15) i dla nich proponuje reguły z II tygodnia.","Do tych drugich, których szatan kusi pod pozorem dobra odnosi się słowa Jezusa z Ewangelii Mateusza: „Strzeżcie się fałszywych proroków, którzy przychodzą do was w owczej skórze, a wewnątrz są drapieżnymi wilkami” (Mt 7,15) i dla nich proponuje reguły z II tygodnia."
39762,"Istnieją więc dwie postawy w obliczu sądu, którego dokonuje Jezus Chrystus – Słowo, które stało się Ciałem.","istnieje więc dwie postawy w obliczu sądu, którego dokonuje Jezus Chrystus – Słowo, które stało się Ciałem."
39771,"Pomagają w tym reguły ignacjańskie o rozdawaniu jałmużny, o skrupułach i o trzymaniu z Kościołem.","pomaga w tym reguły ignacjańskie o rozdawaniu jałmużny, o skrupułach i o trzymaniu z Kościołem."
39820,U 50 procent dzieci z azs równocześnie z procesami alergicznymi na skórze toczą się procesy alergiczne w centralnym układzie nerwowym.,U 50 procent dzieci z azs równocześnie z procesami alergicznymi na skórze toczy się procesy alergiczne w centralnym układzie nerwowym.
40046,"Najzdrowszy czas (na ćwiczenia) jest przed jedzeniem albo 3 lub 4 godziny później"".","Najzdrowszy czas (na ćwiczenia) są przed jedzeniem albo 3 lub 4 godziny później""."
40449,"Mieszkają tam i żywią się księża z danego kraju czy zakonu studiujący, niekiedy przez wiele lat, na uczelniach papieskich.","mieszka tam i żywią się księża z danego kraju czy zakonu studiujący, niekiedy przez wiele lat, na uczelniach papieskich."
40583,Od 1964 do Poznania docierają pociągi elektryczne z Warszawy.,Od 1964 do Poznania dociera pociągi elektryczne z Warszawy.
40791,Do najciekawszych należą parki w Wierzonce i Owińskach.,Do najciekawszych należy parki w Wierzonce i Owińskach.
41101,"Na pocz. XVII w. gospodarczy rozwój miasta, napływają osadnicy ze Śląska, rozwijając tkactwo, gorzelnictwo i browarnictwo.","Na pocz. XVII w. gospodarczy rozwój miasta, napływa osadnicy ze Śląska, rozwijając tkactwo, gorzelnictwo i browarnictwo."
41316,"Doświadczenia z dzieciństwa spędzonego w rodzinie alkoholowej u wielu mężczyzn i kobiet owocują w dorosłym życiu utrwalonymi schematami odczuwania, zachowania i myślenia.","Doświadczenia z dzieciństwa spędzonego w rodzinie alkoholowej u wielu mężczyzn i kobiet owocuje w dorosłym życiu utrwalonymi schematami odczuwania, zachowania i myślenia."
42089,Narażenie rozgrzanego psa na przeciągi grozi poważnymi komplikacjami ze zdrowiem.,Narażenie rozgrzanego psa na przeciągi grożą poważnymi komplikacjami ze zdrowiem.
42126,"Polowanie z psami polega na tym, że po otropieniu miotu podkładacz wpuszcza na tropy psy (tzw. dzikarze), które idąc za śladami dzików ruszają je z barłogu.","Polowanie z psami polegają na tym, że po otropieniu miotu podkładacz wpuszcza na tropy psy (tzw. dzikarze), które idąc za śladami dzików ruszają je z barłogu."
42265,"W obrębie każdej z tych kategorii istnieje zróżnicowanie za pomocą znaków ""+"" i ""-"".","W obrębie każdej z tych kategorii istnieją zróżnicowanie za pomocą znaków ""+"" i ""-""."
42538,W innym śnie również rozlega się pukanie do drzwi.,W innym śnie również rozlegają się pukanie do drzwi.
42804,"Są takie momenty w życiu, sądzę, że w mniejszym lub większym stopniu doświadczył ich każdy, kiedy w chwili przebłysku dostrzegamy z wyjątkową wyrazistością sens tego wszystkiego, co robiliśmy, czuliśmy i doświadczaliśmy oraz uświadomienie sobie tego, że wszystkie rzeczy i osoby są na swoim miejscu, a wydarzenia toczą się tak, jak powinny.","jest takie momenty w życiu, sądzę, że w mniejszym lub większym stopniu doświadczył ich każdy, kiedy w chwili przebłysku dostrzegamy z wyjątkową wyrazistością sens tego wszystkiego, co robili śmy , czuli śmy i doświadczali śmy oraz uświadomienie sobie tego, że wszystkie rzeczy i osoby są na swoim miejscu, a wydarzenia toczą się tak, jak powinny."
42902,"Zainteresowanie zagadnieniami śmierci u niektórych osób może być silne, a nawet niebezpieczne, szczególnie gdy Mars lub Pluton odbierają złe aspekty.","Zainteresowanie zagadnieniami śmierci u niektórych osób mogą być silne, a nawet niebezpieczne, szczególnie gdy Mars lub Pluton odbierają złe aspekty."
43374,3. Orzekanie w sprawach o czyn wymieniony w ust. 1 następuje na podstawie przepisów o postępowaniu karnym.,3. Orzekanie w sprawach o czyn wymieniony w ust. 1 następują na podstawie przepisów o postępowaniu karnym.
43404,"Jeżeli przed dniem wejścia w życie ustawy Skarb Państwa rozpoczął udostępnianie akcji na zasadach preferencyjnych, nabywanie przez uprawnionych pracowników i plantatorów akcji spółek powstałych w wyniku przekształcenia przedsiębiorstw państwowych odbywa się na zasadach określonych w przepisach dotychczasowych.","Jeżeli przed dniem wejścia w życie ustawy Skarb Państwa rozpoczął udostępnianie akcji na zasadach preferencyjnych, nabywanie przez uprawnionych pracowników i plantatorów akcji spółek powstałych w wyniku przekształcenia przedsiębiorstw państwowych odbywają się na zasadach określonych w przepisach dotychczasowych."
